title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
"8 Mile",2002,http://www.icheckmovies.com/movies/8+mile/,41141,958,3,211,,http://www.imdb.com/title/tt0298203/,"2009-11-14 17:54:57",no,no,no,no
"Wild Hogs",2007,http://www.icheckmovies.com/movies/wild+hogs/,18661,172,2,75,,http://www.imdb.com/title/tt0486946/,"2009-11-14 17:54:56",no,no,no,no
"Back to the Future Part III",1990,http://www.icheckmovies.com/movies/back+to+the+future+part+iii/,60671,2203,6,419,,http://www.imdb.com/title/tt0099088/,"2009-11-14 17:54:55",no,no,no,no
"Enemy of the State",1998,http://www.icheckmovies.com/movies/enemy+of+the+state/,25751,607,2,141,,http://www.imdb.com/title/tt0120660/,"2009-11-14 17:54:52",no,no,no,no
"Rush Hour",1998,http://www.icheckmovies.com/movies/rush+hour/,45192,892,3,175,,http://www.imdb.com/title/tt0120812/,"2009-11-14 17:54:51",no,no,no,no
Robots,2005,http://www.icheckmovies.com/movies/robots/,26928,291,2,114,,http://www.imdb.com/title/tt0358082/,"2009-11-14 17:54:49",no,no,no,no
"Dumb and Dumber",1994,http://www.icheckmovies.com/movies/dumb+and+dumber/,64108,2023,7,287,,http://www.imdb.com/title/tt0109686/,"2009-11-14 17:54:47",no,no,no,no
Unbreakable,2000,http://www.icheckmovies.com/movies/unbreakable/,37548,1781,6,335,,http://www.imdb.com/title/tt0217869/,"2009-11-14 17:54:46",no,no,no,no
Babe,1995,http://www.icheckmovies.com/movies/babe/,61565,999,12,343,,http://www.imdb.com/title/tt0112431/,"2009-11-14 17:54:45",no,no,no,no
"The Truman Show",1998,http://www.icheckmovies.com/movies/the+truman+show/,101683,8162,14,825,,http://www.imdb.com/title/tt0120382/,"2009-11-14 17:54:44",no,no,no,no
Hercules,1997,http://www.icheckmovies.com/movies/hercules/,61504,1849,4,242,,http://www.imdb.com/title/tt0119282/,"2009-11-14 17:54:41",no,no,no,no
"Lara Croft: Tomb Raider",2001,http://www.icheckmovies.com/movies/lara+croft+tomb+raider/,39570,355,2,148,,http://www.imdb.com/title/tt0146316/,"2009-11-14 17:54:39",no,no,no,no
"Charlie's Angels: Full Throttle",2003,http://www.icheckmovies.com/movies/charlies+angels+full+throttle/,31457,174,3,102,,http://www.imdb.com/title/tt0305357/,"2009-11-14 17:54:38",no,no,no,no
"The Incredible Hulk",2008,http://www.icheckmovies.com/movies/the+incredible+hulk/,43456,615,2,255,,http://www.imdb.com/title/tt0800080/,"2009-11-14 17:54:37",no,no,no,no
Cliffhanger,1993,http://www.icheckmovies.com/movies/cliffhanger/,15542,189,3,100,,http://www.imdb.com/title/tt0106582/,"2009-11-14 17:54:31",no,no,no,no
Waterworld,1995,http://www.icheckmovies.com/movies/waterworld/,27210,519,3,150,,http://www.imdb.com/title/tt0114898/,"2009-11-14 17:54:29",no,no,no,no
"Erin Brockovich",2000,http://www.icheckmovies.com/movies/erin+brockovich/,33060,841,7,264,,http://www.imdb.com/title/tt0195685/,"2009-11-14 17:54:27",no,no,no,no
"Charlie's Angels",2000,http://www.icheckmovies.com/movies/charlies+angels/,52639,408,2,143,,http://www.imdb.com/title/tt0160127/,"2009-11-14 17:54:25",no,no,no,no
"Scary Movie",2000,http://www.icheckmovies.com/movies/scary+movie/,61961,691,5,205,,http://www.imdb.com/title/tt0175142/,"2009-11-14 17:54:24",no,no,no,no
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,http://www.icheckmovies.com/movies/borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan/,62883,2462,8,407,,http://www.imdb.com/title/tt0443453/,"2009-11-14 17:54:22",no,no,no,no
"Total Recall",1990,http://www.icheckmovies.com/movies/total+recall/,37435,1859,8,472,,http://www.imdb.com/title/tt0100802/,"2009-11-14 17:54:21",no,no,no,no
"Bad Boys II",2003,http://www.icheckmovies.com/movies/bad+boys+ii/,29488,443,2,132,,http://www.imdb.com/title/tt0172156/,"2009-11-14 17:54:20",no,no,no,no
"The Fifth Element",1997,http://www.icheckmovies.com/movies/the+fifth+element-1997/,62265,4751,6,483,,http://www.imdb.com/title/tt0119116/,"2009-11-14 17:54:16",no,no,no,no
"American Gangster",2007,http://www.icheckmovies.com/movies/american+gangster/,30208,1230,2,283,,http://www.imdb.com/title/tt0765429/,"2009-11-14 17:54:15",no,no,no,no
Jumanji,1995,http://www.icheckmovies.com/movies/jumanji/,73920,2401,3,239,,http://www.imdb.com/title/tt0113497/,"2009-11-14 17:54:15",no,no,no,no
xXx,2002,http://www.icheckmovies.com/movies/xxx/,29273,284,2,107,,http://www.imdb.com/title/tt0295701/,"2009-11-14 17:54:08",no,no,no,no
"The Nutty Professor",1996,http://www.icheckmovies.com/movies/the+nutty+professor-1996/,37044,180,3,102,,http://www.imdb.com/title/tt0117218/,"2009-11-14 17:54:05",no,no,no,no
"The Bourne Supremacy",2004,http://www.icheckmovies.com/movies/the+bourne+supremacy/,57361,1992,9,361,,http://www.imdb.com/title/tt0372183/,"2009-11-14 17:54:03",no,no,no,no
"Jerry Maguire",1996,http://www.icheckmovies.com/movies/jerry+maguire/,33834,973,8,316,,http://www.imdb.com/title/tt0116695/,"2009-11-14 17:54:02",no,no,no,no
"Van Helsing",2004,http://www.icheckmovies.com/movies/van+helsing/,39032,567,2,166,,http://www.imdb.com/title/tt0338526/,"2009-11-14 17:54:00",no,no,no,no
"American Pie 2",2001,http://www.icheckmovies.com/movies/american+pie+2/,49494,475,3,153,,http://www.imdb.com/title/tt0252866/,"2009-11-14 17:53:59",no,no,no,no
"4: Rise of the Silver Surfer",2007,http://www.icheckmovies.com/movies/4+rise+of+the+silver+surfer/,28036,149,2,127,"Fantastic 4: Rise of the Silver Surfer",http://www.imdb.com/title/tt0486576/,"2009-11-14 17:53:57",no,no,no,no
"Home Alone 2: Lost in New York",1992,http://www.icheckmovies.com/movies/home+alone+2+lost+in+new+york/,68624,1163,3,241,,http://www.imdb.com/title/tt0104431/,"2009-11-14 17:53:56",no,no,no,no
Casper,1995,http://www.icheckmovies.com/movies/casper/,50300,635,2,119,,http://www.imdb.com/title/tt0112642/,"2009-11-14 17:53:55",no,no,no,no
"Wedding Crashers",2005,http://www.icheckmovies.com/movies/wedding+crashers/,46136,1069,2,182,,http://www.imdb.com/title/tt0396269/,"2009-11-14 17:53:53",no,no,no,no
"Batman Returns",1992,http://www.icheckmovies.com/movies/batman+returns/,55730,1293,7,374,,http://www.imdb.com/title/tt0103776/,"2009-11-14 17:53:50",no,no,no,no
Speed,1994,http://www.icheckmovies.com/movies/speed/,48365,1255,9,340,,http://www.imdb.com/title/tt0111257/,"2009-11-14 17:53:48",no,no,no,no
"Lethal Weapon 4",1998,http://www.icheckmovies.com/movies/lethal+weapon+4/,20885,249,2,100,,http://www.imdb.com/title/tt0122151/,"2009-11-14 17:53:47",no,no,no,no
"Coming to America",1988,http://www.icheckmovies.com/movies/coming+to+america/,24344,818,3,180,,http://www.imdb.com/title/tt0094898/,"2009-11-14 17:53:46",no,no,no,no
"Austin Powers in Goldmember",2002,http://www.icheckmovies.com/movies/austin+powers+in+goldmember/,49059,609,2,149,,http://www.imdb.com/title/tt0295178/,"2009-11-14 17:53:43",no,no,no,no
"Doctor Dolittle",1998,http://www.icheckmovies.com/movies/doctor+dolittle/,43427,167,2,79,,http://www.imdb.com/title/tt0118998/,"2009-11-14 17:53:41",no,no,no,no
Superman,1978,http://www.icheckmovies.com/movies/superman/,32840,749,11,426,,http://www.imdb.com/title/tt0078346/,"2009-11-14 17:53:41",no,no,no,no
Ghostbusters,1984,http://www.icheckmovies.com/movies/ghostbusters-1984/,79567,3796,13,711,,http://www.imdb.com/title/tt0087332/,"2009-11-14 17:53:40",no,no,no,no
X-Men,2000,http://www.icheckmovies.com/movies/x-men/,73768,1912,5,423,,http://www.imdb.com/title/tt0120903/,"2009-11-14 17:53:38",no,no,no,no
"Meet the Parents",2000,http://www.icheckmovies.com/movies/meet+the+parents/,59581,965,4,223,,http://www.imdb.com/title/tt0212338/,"2009-11-14 17:53:37",no,no,no,no
"Look Who's Talking",1989,http://www.icheckmovies.com/movies/look+whos+talking/,25789,265,2,94,,http://www.imdb.com/title/tt0097778/,"2009-11-14 17:53:36",no,no,no,no
"Stuart Little",1999,http://www.icheckmovies.com/movies/stuart+little/,54085,328,3,105,,http://www.imdb.com/title/tt0164912/,"2009-11-14 17:53:33",no,no,no,no
"Beverly Hills Cop II",1987,http://www.icheckmovies.com/movies/beverly+hills+cop+ii/,20175,232,2,105,,http://www.imdb.com/title/tt0092644/,"2009-11-14 17:53:28",no,no,no,no
"Rambo: First Blood Part II",1985,http://www.icheckmovies.com/movies/rambo+first+blood+part+ii/,20912,269,4,169,,http://www.imdb.com/title/tt0089880/,"2009-11-14 17:53:27",no,no,no,no
"Rocky IV",1985,http://www.icheckmovies.com/movies/rocky+iv/,24490,501,2,187,,http://www.imdb.com/title/tt0089927/,"2009-11-14 17:53:26",no,no,no,no
Hook,1991,http://www.icheckmovies.com/movies/hook/,46820,1764,4,235,,http://www.imdb.com/title/tt0102057/,"2009-11-14 17:53:25",no,no,no,no
"101 Dalmatians",1996,http://www.icheckmovies.com/movies/101+dalmatians/,63563,437,3,135,,http://www.imdb.com/title/tt0115433/,"2009-11-14 17:53:21",no,no,no,no
Bolt,2008,http://www.icheckmovies.com/movies/bolt/,31361,517,2,181,,http://www.imdb.com/title/tt0397892/,"2009-11-14 17:53:17",no,no,no,no
"Liar Liar",1997,http://www.icheckmovies.com/movies/liar+liar/,57555,1312,4,174,,http://www.imdb.com/title/tt0119528/,"2009-11-14 17:53:15",no,no,no,no
Ransom,1996,http://www.icheckmovies.com/movies/ransom/,14964,166,2,86,,http://www.imdb.com/title/tt0117438/,"2009-11-14 17:53:12",no,no,no,no
"Austin Powers: The Spy Who Shagged Me",1999,http://www.icheckmovies.com/movies/austin+powers+the+spy+who+shagged+me/,55361,903,4,189,,http://www.imdb.com/title/tt0145660/,"2009-11-14 17:53:11",no,no,no,no
"Ocean's Thirteen",2007,http://www.icheckmovies.com/movies/oceans+thirteen/,45060,851,2,190,,http://www.imdb.com/title/tt0496806/,"2009-11-14 17:53:10",no,no,no,no
"A Beautiful Mind",2001,http://www.icheckmovies.com/movies/a+beautiful+mind/,74254,5042,10,555,,http://www.imdb.com/title/tt0268978/,"2009-11-14 17:53:09",no,no,no,no
"Air Force One",1997,http://www.icheckmovies.com/movies/air+force+one/,28794,432,2,139,,http://www.imdb.com/title/tt0118571/,"2009-11-14 17:53:07",no,no,no,no
"Beverly Hills Cop",1984,http://www.icheckmovies.com/movies/beverly+hills+cop/,36145,868,7,260,,http://www.imdb.com/title/tt0086960/,"2009-11-14 17:53:06",no,no,no,no
"Lethal Weapon 3",1992,http://www.icheckmovies.com/movies/lethal+weapon+3/,22923,305,3,107,,http://www.imdb.com/title/tt0104714/,"2009-11-14 17:53:05",no,no,no,no
"The Mask",1994,http://www.icheckmovies.com/movies/the+mask/,73820,1700,5,264,,http://www.imdb.com/title/tt0110475/,"2009-11-14 17:53:03",no,no,no,no
"The Hunchback of Notre Dame",1996,http://www.icheckmovies.com/movies/the+hunchback+of+notre+dame-1996-3/,51319,1030,4,234,,http://www.imdb.com/title/tt0116583/,"2009-11-14 17:53:01",no,no,no,no
"Fantastic Four",2005,http://www.icheckmovies.com/movies/fantastic+four/,54085,334,3,201,,http://www.imdb.com/title/tt0120667/,"2009-11-14 17:52:53",no,no,no,no
"Rush Hour 2",2001,http://www.icheckmovies.com/movies/rush+hour+2/,37324,496,3,130,,http://www.imdb.com/title/tt0266915/,"2009-11-14 17:52:53",no,no,no,no
"The Rock",1996,http://www.icheckmovies.com/movies/the+rock/,33018,1188,5,254,,http://www.imdb.com/title/tt0117500/,"2009-11-14 17:52:51",no,no,no,no
"Back to the Future Part II",1989,http://www.icheckmovies.com/movies/back+to+the+future+part+ii/,71481,3382,6,498,,http://www.imdb.com/title/tt0096874/,"2009-11-14 17:52:50",no,no,no,no
"Indiana Jones and the Temple of Doom",1984,http://www.icheckmovies.com/movies/indiana+jones+and+the+temple+of+doom/,62754,2212,11,503,,http://www.imdb.com/title/tt0087469/,"2009-11-14 17:52:49",no,no,no,no
"Apollo 13",1995,http://www.icheckmovies.com/movies/apollo+13/,47357,1532,4,407,,http://www.imdb.com/title/tt0112384/,"2009-11-14 17:52:48",no,no,no,no
"Batman Forever",1995,http://www.icheckmovies.com/movies/batman+forever/,43220,360,3,240,,http://www.imdb.com/title/tt0112462/,"2009-11-14 17:52:45",no,no,no,no
"Catch Me If You Can",2002,http://www.icheckmovies.com/movies/catch+me+if+you+can/,80924,5623,9,530,,http://www.imdb.com/title/tt0264464/,"2009-11-14 17:52:43",no,no,no,no
"National Treasure",2004,http://www.icheckmovies.com/movies/national+treasure/,54886,1136,3,187,,http://www.imdb.com/title/tt0368891/,"2009-11-14 17:52:42",no,no,no,no
Wanted,2008,http://www.icheckmovies.com/movies/wanted/,40980,1003,2,158,,http://www.imdb.com/title/tt0493464/,"2009-11-14 17:52:41",no,no,no,no
"I, Robot",2004,http://www.icheckmovies.com/movies/i+robot/,64494,1393,3,222,,http://www.imdb.com/title/tt0343818/,"2009-11-14 17:52:39",no,no,no,no
"Tomorrow Never Dies",1997,http://www.icheckmovies.com/movies/tomorrow+never+dies/,35239,296,2,151,,http://www.imdb.com/title/tt0120347/,"2009-11-14 17:52:36",no,no,no,no
Hannibal,2001,http://www.icheckmovies.com/movies/hannibal/,38290,901,3,191,,http://www.imdb.com/title/tt0212985/,"2009-11-14 17:52:34",no,no,no,no
"Who Framed Roger Rabbit",1988,http://www.icheckmovies.com/movies/who+framed+roger+rabbit/,60307,3148,16,568,,http://www.imdb.com/title/tt0096438/,"2009-11-14 17:52:32",no,no,no,no
"Ocean's Twelve",2004,http://www.icheckmovies.com/movies/oceans+twelve/,56248,880,4,219,,http://www.imdb.com/title/tt0349903/,"2009-11-14 17:52:29",no,no,no,no
GoldenEye,1995,http://www.icheckmovies.com/movies/goldeneye/,40319,956,3,229,,http://www.imdb.com/title/tt0113189/,"2009-11-14 17:52:28",no,no,no,no
"The World Is Not Enough",1999,http://www.icheckmovies.com/movies/the+world+is+not+enough/,33073,283,1,146,,http://www.imdb.com/title/tt0143145/,"2009-11-14 17:52:26",no,no,no,no
"Minority Report",2002,http://www.icheckmovies.com/movies/minority+report/,60792,2831,6,524,,http://www.imdb.com/title/tt0181689/,"2009-11-14 17:52:22",no,no,no,no
"The Flintstones",1994,http://www.icheckmovies.com/movies/the+flintstones/,35457,162,2,72,,http://www.imdb.com/title/tt0109813/,"2009-11-14 17:52:20",no,no,no,no
"Planet of the Apes",2001,http://www.icheckmovies.com/movies/planet+of+the+apes-2001/,36429,253,2,162,,http://www.imdb.com/title/tt0133152/,"2009-11-14 17:52:18",no,no,no,no
"There's Something About Mary",1998,http://www.icheckmovies.com/movies/theres+something+about+mary/,56134,1328,11,304,,http://www.imdb.com/title/tt0129387/,"2009-11-14 17:52:16",no,no,no,no
"Fast & Furious",2009,http://www.icheckmovies.com/movies/fast+and+furious/,37848,440,2,156,,http://www.imdb.com/title/tt1013752/,"2009-11-14 17:52:15",no,no,no,no
"Jurassic Park III",2001,http://www.icheckmovies.com/movies/jurassic+park+iii/,42089,333,2,193,,http://www.imdb.com/title/tt0163025/,"2009-11-14 17:52:13",no,no,no,no
"Die Hard: With a Vengeance",1995,http://www.icheckmovies.com/movies/die+hard+with+a+vengeance/,40505,1284,4,252,"Die Hard with a Vengeance",http://www.imdb.com/title/tt0112864/,"2009-11-14 17:52:10",no,no,no,no
"True Lies",1994,http://www.icheckmovies.com/movies/true+lies/,30423,942,5,205,,http://www.imdb.com/title/tt0111503/,"2009-11-14 17:52:08",no,no,no,no
Hitch,2005,http://www.icheckmovies.com/movies/hitch/,51123,781,2,139,,http://www.imdb.com/title/tt0386588/,"2009-11-14 17:52:07",no,no,no,no
"The Fugitive",1993,http://www.icheckmovies.com/movies/the+fugitive/,31997,1274,7,355,,http://www.imdb.com/title/tt0106977/,"2009-11-14 17:52:06",no,no,no,no
Click,2006,http://www.icheckmovies.com/movies/click/,53728,829,3,167,,http://www.imdb.com/title/tt0389860/,"2009-11-14 17:52:01",no,no,no,no
Godzilla,1998,http://www.icheckmovies.com/movies/godzilla/,37251,273,2,147,,http://www.imdb.com/title/tt0120685/,"2009-11-14 17:51:58",no,no,no,no
"X-Men Origins: Wolverine",2009,http://www.icheckmovies.com/movies/x-men+origins+wolverine/,48442,893,2,276,,http://www.imdb.com/title/tt0458525/,"2009-11-14 17:51:58",no,no,no,no
"Live Free or Die Hard",2007,http://www.icheckmovies.com/movies/live+free+or+die+hard/,37232,798,2,175,,http://www.imdb.com/title/tt0337978/,"2009-11-14 17:51:56",no,no,no,no
"Beauty and the Beast",1991,http://www.icheckmovies.com/movies/beauty+and+the+beast/,99908,4408,19,693,,http://www.imdb.com/title/tt0101414/,"2009-11-14 17:51:50",no,no,no,no
"The Mummy: Tomb of the Dragon Emperor",2008,http://www.icheckmovies.com/movies/the+mummy+tomb+of+the+dragon+emperor/,23503,123,1,108,,http://www.imdb.com/title/tt0859163/,"2009-11-14 17:51:44",no,no,no,no
"Superman Returns",2006,http://www.icheckmovies.com/movies/superman+returns/,32774,236,4,190,,http://www.imdb.com/title/tt0348150/,"2009-11-14 17:51:43",no,no,no,no
"Mission: Impossible III",2006,http://www.icheckmovies.com/movies/mission+impossible+iii/,38848,563,3,217,,http://www.imdb.com/title/tt0317919/,"2009-11-14 17:51:38",no,no,no,no
Madagascar,2005,http://www.icheckmovies.com/movies/madagascar/,66763,1029,4,221,,http://www.imdb.com/title/tt0351283/,"2009-11-14 17:51:36",no,no,no,no
X2,2003,http://www.icheckmovies.com/movies/x2/,51031,1530,6,338,"X2: X-Men United",http://www.imdb.com/title/tt0290334/,"2009-11-14 17:51:36",no,no,no,no
Signs,2002,http://www.icheckmovies.com/movies/signs-2002/,49428,1118,4,252,,http://www.imdb.com/title/tt0286106/,"2009-11-14 17:51:35",no,no,no,no
Batman,1989,http://www.icheckmovies.com/movies/batman/,68171,1927,10,527,,http://www.imdb.com/title/tt0096895/,"2009-11-14 17:51:31",no,no,no,no
"The Mummy",1999,http://www.icheckmovies.com/movies/the+mummy-1999/,67589,1615,4,284,,http://www.imdb.com/title/tt0120616/,"2009-11-14 17:51:29",no,no,no,no
"Terminator 3: Rise of the Machines",2003,http://www.icheckmovies.com/movies/terminator+3+rise+of+the+machines/,38002,311,2,198,,http://www.imdb.com/title/tt0181852/,"2009-11-14 17:51:28",no,no,no,no
"The Mummy Returns",2001,http://www.icheckmovies.com/movies/the+mummy+returns/,53871,668,3,163,,http://www.imdb.com/title/tt0209163/,"2009-11-14 17:51:27",no,no,no,no
"Cast Away",2000,http://www.icheckmovies.com/movies/cast+away/,65640,2834,3,341,,http://www.imdb.com/title/tt0162222/,"2009-11-14 17:51:24",no,no,no,no
"Mrs. Doubtfire",1993,http://www.icheckmovies.com/movies/mrs.+doubtfire/,64334,1689,6,242,,http://www.imdb.com/title/tt0107614/,"2009-11-14 17:51:24",no,no,no,no
"The Matrix Revolutions",2003,http://www.icheckmovies.com/movies/the+matrix+revolutions/,59143,1138,4,333,,http://www.imdb.com/title/tt0242653/,"2009-11-14 17:51:23",no,no,no,no
"Die Another Day",2002,http://www.icheckmovies.com/movies/die+another+day/,41527,262,2,162,,http://www.imdb.com/title/tt0246460/,"2009-11-14 17:51:20",no,no,no,no
"Men in Black II",2002,http://www.icheckmovies.com/movies/men+in+black+ii/,63587,644,3,193,,http://www.imdb.com/title/tt0120912/,"2009-11-14 17:51:19",no,no,no,no
"Mr. & Mrs. Smith",2005,http://www.icheckmovies.com/movies/mr.+and+mrs.+smith/,67211,1130,3,188,,http://www.imdb.com/title/tt0356910/,"2009-11-14 17:51:18",no,no,no,no
"Meet the Fockers",2004,http://www.icheckmovies.com/movies/meet+the+fockers/,56577,584,4,148,,http://www.imdb.com/title/tt0290002/,"2009-11-14 17:51:17",no,no,no,no
"Ocean's Eleven",2001,http://www.icheckmovies.com/movies/oceans+eleven/,83292,3926,6,463,,http://www.imdb.com/title/tt0240772/,"2009-11-14 17:51:14",no,no,no,no
"Mission: Impossible",1996,http://www.icheckmovies.com/movies/mission+impossible/,57066,1112,4,314,,http://www.imdb.com/title/tt0117060/,"2009-11-14 17:51:12",no,no,no,no
Shrek,2001,http://www.icheckmovies.com/movies/shrek/,108927,3442,13,616,,http://www.imdb.com/title/tt0126029/,"2009-11-14 17:51:10",no,no,no,no
"X-Men: The Last Stand",2006,http://www.icheckmovies.com/movies/x-men+the+last+stand/,58711,886,3,290,,http://www.imdb.com/title/tt0376994/,"2009-11-14 17:51:08",no,no,no,no
300,2006,http://www.icheckmovies.com/movies/300/,77005,3757,7,435,,http://www.imdb.com/title/tt0416449/,"2009-11-14 17:51:07",no,no,no,no
"Bruce Almighty",2003,http://www.icheckmovies.com/movies/bruce+almighty/,75887,1540,4,197,,http://www.imdb.com/title/tt0315327/,"2009-11-14 17:51:06",no,no,no,no
"Charlie and the Chocolate Factory",2005,http://www.icheckmovies.com/movies/charlie+and+the+chocolate+factory/,80321,1603,4,305,,http://www.imdb.com/title/tt0367594/,"2009-11-14 17:51:04",no,no,no,no
